player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Anthony Beauvillier (LW/C),New York Islanders,68,18,21,39,0.57,15,-11,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2019-20,nhl,Anthony Beauvillier,LW/C,FW,0,0.0,0
Logan Couture (C),San Jose Sharks,52,16,23,39,0.75,18,0,https://www.eliteprospects.com/player/11109/logan-couture,2019-20,nhl,Logan Couture,C,FW,0,0.0,0
Lars Eller (C),Washington Capitals,69,16,23,39,0.57,48,3,https://www.eliteprospects.com/player/5995/lars-eller,2019-20,nhl,Lars Eller,C,FW,0,0.0,0
Thomas Chabot (D),Ottawa Senators,71,6,33,39,0.55,42,-18,https://www.eliteprospects.com/player/213607/thomas-chabot,2019-20,nhl,Thomas Chabot,D,DEF,0,0.0,0
Tyson Barrie (D),Toronto Maple Leafs,70,5,34,39,0.56,16,-7,https://www.eliteprospects.com/player/15127/tyson-barrie,2019-20,nhl,Tyson Barrie,D,DEF,0,0.0,0
Christian Dvorak (LW/C),Arizona Coyotes,70,18,20,38,0.54,12,6,https://www.eliteprospects.com/player/194889/christian-dvorak,2019-20,nhl,Christian Dvorak,LW/C,FW,0,0.0,0
Paul Stastny (C),Vegas Golden Knights,71,17,21,38,0.54,24,6,https://www.eliteprospects.com/player/10212/paul-stastny,2019-20,nhl,Paul Stastny,C,FW,0,0.0,0
Anthony Mantha (RW/LW),Detroit Red Wings,43,16,22,38,0.88,34,-7,https://www.eliteprospects.com/player/104045/anthony-mantha,2019-20,nhl,Anthony Mantha,RW/LW,FW,0,0.0,0
Phil Kessel (RW/C),Arizona Coyotes,70,14,24,38,0.54,22,-21,https://www.eliteprospects.com/player/8793/phil-kessel,2019-20,nhl,Phil Kessel,RW/C,FW,0,0.0,0
Dylan Strome (C/RW),Chicago Blackhawks,58,12,26,38,0.66,16,1,https://www.eliteprospects.com/player/228107/dylan-strome,2019-20,nhl,Dylan Strome,C/RW,FW,Dylan Strome,11.0,1
Vincent Trocheck (C),totals,62,11,27,38,0.61,49,-8,https://www.eliteprospects.com/player/45560/vincent-trocheck,2019-20,nhl,Vincent Trocheck,C,FW,0,0.0,0
Ryan Ellis (D),Nashville Predators,49,8,30,38,0.78,19,16,https://www.eliteprospects.com/player/14012/ryan-ellis,2019-20,nhl,Ryan Ellis,D,DEF,0,0.0,0
Zach Hyman (W/C),Toronto Maple Leafs,51,21,16,37,0.73,23,13,https://www.eliteprospects.com/player/75045/zach-hyman,2019-20,nhl,Zach Hyman,W/C,FW,0,0.0,0
Tyler Ennis (RW/LW),totals,70,16,21,37,0.53,20,-6,https://www.eliteprospects.com/player/11667/tyler-ennis,2019-20,nhl,Tyler Ennis,RW/LW,FW,0,0.0,0
Charlie Coyle (C/RW),Boston Bruins,70,16,21,37,0.53,21,9,https://www.eliteprospects.com/player/60251/charlie-coyle,2019-20,nhl,Charlie Coyle,C/RW,FW,0,0.0,0
Mats Zuccarello (RW/LW),Minnesota Wild,65,15,22,37,0.57,18,-9,https://www.eliteprospects.com/player/10881/mats-zuccarello,2019-20,nhl,Mats Zuccarello,RW/LW,FW,0,0.0,0
Chris Tierney (C),Ottawa Senators,71,11,26,37,0.52,20,-6,https://www.eliteprospects.com/player/92677/chris-tierney,2019-20,nhl,Chris Tierney,C,FW,0,0.0,0
Oliver Bjorkstrand (RW),Columbus Blue Jackets,49,21,15,36,0.73,12,8,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2019-20,nhl,Oliver Bjorkstrand,RW,FW,0,0.0,0
Nazem Kadri (C),Colorado Avalanche,51,19,17,36,0.71,97,7,https://www.eliteprospects.com/player/14728/nazem-kadri,2019-20,nhl,Nazem Kadri,C,FW,0,0.0,0
Jake Virtanen (RW/LW),Vancouver Canucks,69,18,18,36,0.52,41,-4,https://www.eliteprospects.com/player/120197/jake-virtanen,2019-20,nhl,Jake Virtanen,RW/LW,FW,0,0.0,0
Tomas Hertl (C/LW),San Jose Sharks,48,16,20,36,0.75,16,-18,https://www.eliteprospects.com/player/56038/tomas-hertl,2019-20,nhl,Tomas Hertl,C/LW,FW,0,0.0,0
Martin Necas (C/RW),Carolina Hurricanes,64,16,20,36,0.56,20,-6,https://www.eliteprospects.com/player/237071/martin-necas,2019-20,nhl,Martin Necas,C/RW,FW,0,0.0,0
Shea Weber (D),Montréal Canadiens,65,15,21,36,0.55,33,8,https://www.eliteprospects.com/player/9505/shea-weber,2019-20,nhl,Shea Weber,D,DEF,0,0.0,0
Nico Hischier (C),New Jersey Devils,58,14,22,36,0.62,12,-16,https://www.eliteprospects.com/player/116244/nico-hischier,2019-20,nhl,Nico Hischier,C,FW,0,0.0,0
Ryan Johansen (C),Nashville Predators,68,14,22,36,0.53,45,-5,https://www.eliteprospects.com/player/45512/ryan-johansen,2019-20,nhl,Ryan Johansen,C,FW,0,0.0,0
Kasperi Kapanen (RW/LW),Toronto Maple Leafs,69,13,23,36,0.52,22,0,https://www.eliteprospects.com/player/92226/kasperi-kapanen,2019-20,nhl,Kasperi Kapanen,RW/LW,FW,0,0.0,0
Ivan Provorov (D),Philadelphia Flyers,69,13,23,36,0.52,24,11,https://www.eliteprospects.com/player/242584/ivan-provorov,2019-20,nhl,Ivan Provorov,D,DEF,0,0.0,0
Jaccob Slavin (D),Carolina Hurricanes,68,6,30,36,0.53,10,30,https://www.eliteprospects.com/player/97621/jaccob-slavin,2019-20,nhl,Jaccob Slavin,D,DEF,0,0.0,0
Jake DeBrusk (LW),Boston Bruins,65,19,16,35,0.54,14,-1,https://www.eliteprospects.com/player/84242/jake-debrusk,2019-20,nhl,Jake DeBrusk,LW,FW,0,0.0,0
Nick Bonino (C/LW),Nashville Predators,67,18,17,35,0.52,16,17,https://www.eliteprospects.com/player/14686/nick-bonino,2019-20,nhl,Nick Bonino,C/LW,FW,0,0.0,0
Dustin Brown (RW/LW),Los Angeles Kings,66,17,18,35,0.53,22,-1,https://www.eliteprospects.com/player/9099/dustin-brown,2019-20,nhl,Dustin Brown,RW/LW,FW,0,0.0,0
Carl Söderberg (C),Arizona Coyotes,70,17,18,35,0.50,18,6,https://www.eliteprospects.com/player/665/carl-soderberg,2019-20,nhl,Carl Söderberg,C,FW,0,0.0,0
Jared McCann (C/LW),Pittsburgh Penguins,66,14,21,35,0.53,17,6,https://www.eliteprospects.com/player/189369/jared-mccann,2019-20,nhl,Jared McCann,C/LW,FW,0,0.0,0
Ryan Pulock (D),New York Islanders,68,10,25,35,0.51,14,8,https://www.eliteprospects.com/player/86761/ryan-pulock,2019-20,nhl,Ryan Pulock,D,DEF,0,0.0,0
Miro Heiskanen (D),Dallas Stars,68,8,27,35,0.51,12,14,https://www.eliteprospects.com/player/250075/miro-heiskanen,2019-20,nhl,Miro Heiskanen,D,DEF,0,0.0,0
Drew Doughty (D),Los Angeles Kings,67,7,28,35,0.52,36,-16,https://www.eliteprospects.com/player/10430/drew-doughty,2019-20,nhl,Drew Doughty,D,DEF,0,0.0,0
Frank Vatrano (W/C),Florida Panthers,69,16,18,34,0.49,30,-8,https://www.eliteprospects.com/player/59733/frank-vatrano,2019-20,nhl,Frank Vatrano,W/C,FW,0,0.0,0
Zack Kassian (RW),Edmonton Oilers,59,15,19,34,0.58,69,0,https://www.eliteprospects.com/player/15390/zack-kassian,2019-20,nhl,Zack Kassian,RW,FW,0,0.0,0
Alexander Radulov (RW),Dallas Stars,60,15,19,34,0.57,46,8,https://www.eliteprospects.com/player/8794/alexander-radulov,2019-20,nhl,Alexander Radulov,RW,FW,0,0.0,0
Calle Järnkrok (C/W),Nashville Predators,64,15,19,34,0.53,14,4,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2019-20,nhl,Calle Järnkrok,C/W,FW,0,0.0,0
Mikhail Sergachyov (D),Tampa Bay Lightning,70,10,24,34,0.49,58,15,https://www.eliteprospects.com/player/312213/mikhail-sergachyov,2019-20,nhl,Mikhail Sergachyov,D,DEF,0,0.0,0
Kevin Shattenkirk (D),Tampa Bay Lightning,70,8,26,34,0.49,38,22,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2019-20,nhl,Kevin Shattenkirk,D,DEF,0,0.0,0
Oscar Klefbom (D),Edmonton Oilers,62,5,29,34,0.55,24,-17,https://www.eliteprospects.com/player/16804/oscar-klefbom,2019-20,nhl,Oscar Klefbom,D,DEF,0,0.0,0
Samuel Girard (D),Colorado Avalanche,70,4,30,34,0.49,17,1,https://www.eliteprospects.com/player/251476/samuel-girard,2019-20,nhl,Samuel Girard,D,DEF,0,0.0,0
Brandon Saad (LW/RW),Chicago Blackhawks,58,21,12,33,0.57,16,2,https://www.eliteprospects.com/player/31264/brandon-saad,2019-20,nhl,Brandon Saad,LW/RW,FW,0,0.0,0
Roope Hintz (C/LW),Dallas Stars,60,19,14,33,0.55,16,3,https://www.eliteprospects.com/player/92117/roope-hintz,2019-20,nhl,Roope Hintz,C/LW,FW,0,0.0,0
Brett Connolly (RW),Florida Panthers,69,19,14,33,0.48,26,-3,https://www.eliteprospects.com/player/23297/brett-connolly,2019-20,nhl,Brett Connolly,RW,FW,Brett Connolly,2.0,1
Joonas Donskoi (RW/LW),Colorado Avalanche,65,16,17,33,0.51,26,2,https://www.eliteprospects.com/player/16039/joonas-donskoi,2019-20,nhl,Joonas Donskoi,RW/LW,FW,0,0.0,0
Kevin Labanc (RW/LW),San Jose Sharks,70,14,19,33,0.47,38,-33,https://www.eliteprospects.com/player/133841/kevin-labanc,2019-20,nhl,Kevin Labanc,RW/LW,FW,0,0.0,0
Adam Gaudette (C),Vancouver Canucks,59,12,21,33,0.56,37,-7,https://www.eliteprospects.com/player/203361/adam-gaudette,2019-20,nhl,Adam Gaudette,C,FW,0,0.0,0
Matt Niskanen (D),Philadelphia Flyers,68,8,25,33,0.49,29,15,https://www.eliteprospects.com/player/9214/matt-niskanen,2019-20,nhl,Matt Niskanen,D,DEF,0,0.0,0
Mattias Ekholm (D),Nashville Predators,68,8,25,33,0.49,32,-1,https://www.eliteprospects.com/player/8373/mattias-ekholm,2019-20,nhl,Mattias Ekholm,D,DEF,0,0.0,0
Rasmus Ristolainen (D),Buffalo Sabres,69,6,27,33,0.48,46,-2,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2019-20,nhl,Rasmus Ristolainen,D,DEF,0,0.0,0
Alexander Edler (D),Vancouver Canucks,59,5,28,33,0.56,62,13,https://www.eliteprospects.com/player/4081/alexander-edler,2019-20,nhl,Alexander Edler,D,DEF,0,0.0,0
Darnell Nurse (D),Edmonton Oilers,71,5,28,33,0.46,48,-2,https://www.eliteprospects.com/player/97352/darnell-nurse,2019-20,nhl,Darnell Nurse,D,DEF,0,0.0,0
Blake Coleman (C/W),totals,66,21,11,32,0.48,56,0,https://www.eliteprospects.com/player/46889/blake-coleman,2019-20,nhl,Blake Coleman,C/W,FW,0,0.0,0
Patric Hörnqvist (RW),Pittsburgh Penguins,52,17,15,32,0.62,36,9,https://www.eliteprospects.com/player/3683/patric-hornqvist,2019-20,nhl,Patric Hörnqvist,RW,FW,0,0.0,0
Andrew Mangiapane (W/C),Calgary Flames,68,17,15,32,0.47,18,4,https://www.eliteprospects.com/player/223199/andrew-mangiapane,2019-20,nhl,Andrew Mangiapane,W/C,FW,0,0.0,0
Jesper Bratt (LW/RW),New Jersey Devils,60,16,16,32,0.53,6,-6,https://www.eliteprospects.com/player/117698/jesper-bratt,2019-20,nhl,Jesper Bratt,LW/RW,FW,0,0.0,0
Robby Fabbri (C/LW),totals,61,15,17,32,0.52,20,-33,https://www.eliteprospects.com/player/156923/robby-fabbri,2019-20,nhl,Robby Fabbri,C/LW,FW,0,0.0,0
Jared Spurgeon (D),Minnesota Wild,62,12,20,32,0.52,18,-1,https://www.eliteprospects.com/player/11611/jared-spurgeon,2019-20,nhl,Jared Spurgeon,D,DEF,0,0.0,0
Adrian Kempe (C/W),Los Angeles Kings,69,11,21,32,0.46,29,-10,https://www.eliteprospects.com/player/86313/adrian-kempe,2019-20,nhl,Adrian Kempe,C/W,FW,0,0.0,0
Derick Brassard (C/LW),New York Islanders,66,10,22,32,0.48,16,-2,https://www.eliteprospects.com/player/9366/derick-brassard,2019-20,nhl,Derick Brassard,C/LW,FW,0,0.0,0
Pavel Zacha (C/LW),New Jersey Devils,65,8,24,32,0.49,14,-12,https://www.eliteprospects.com/player/130786/pavel-zacha,2019-20,nhl,Pavel Zacha,C/LW,FW,0,0.0,0
John Klingberg (D),Dallas Stars,58,6,26,32,0.55,22,-10,https://www.eliteprospects.com/player/21717/john-klingberg,2019-20,nhl,John Klingberg,D,DEF,0,0.0,0
Charlie McAvoy (D),Boston Bruins,67,5,27,32,0.48,41,24,https://www.eliteprospects.com/player/245142/charlie-mcavoy,2019-20,nhl,Charlie McAvoy,D,DEF,0,0.0,0
Alex Goligoski (D),Arizona Coyotes,70,4,28,32,0.46,24,8,https://www.eliteprospects.com/player/9435/alex-goligoski,2019-20,nhl,Alex Goligoski,D,DEF,0,0.0,0
James Neal (LW/RW),Edmonton Oilers,55,19,12,31,0.56,12,-20,https://www.eliteprospects.com/player/9362/james-neal,2019-20,nhl,James Neal,LW/RW,FW,0,0.0,0
Craig Smith (RW/C),Nashville Predators,69,18,13,31,0.45,34,18,https://www.eliteprospects.com/player/27038/craig-smith,2019-20,nhl,Craig Smith,RW/C,FW,0,0.0,0
Vladislav Namestnikov (C/LW),totals,65,17,14,31,0.48,45,-5,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2019-20,nhl,Vladislav Namestnikov,C/LW,FW,0,0.0,0
Luke Kunin (C/W),Minnesota Wild,63,15,16,31,0.49,55,-10,https://www.eliteprospects.com/player/245278/luke-kunin,2019-20,nhl,Luke Kunin,C/W,FW,0,0.0,0
Tyler Johnson (C),Tampa Bay Lightning,65,14,17,31,0.48,16,9,https://www.eliteprospects.com/player/12078/tyler-johnson,2019-20,nhl,Tyler Johnson,C,FW,0,0.0,0
Joe Pavelski (C/RW),Dallas Stars,67,14,17,31,0.46,29,6,https://www.eliteprospects.com/player/10372/joe-pavelski,2019-20,nhl,Joe Pavelski,C/RW,FW,0,0.0,0
Dominik Kahun (C/W),totals,56,12,19,31,0.55,8,8,https://www.eliteprospects.com/player/71940/dominik-kahun,2019-20,nhl,Dominik Kahun,C/W,FW,0,0.0,0
J.T. Compher (W/C),Colorado Avalanche,67,11,20,31,0.46,18,9,https://www.eliteprospects.com/player/114800/j.t.-compher,2019-20,nhl,J.T. Compher,W/C,FW,0,0.0,0
Rocco Grimaldi (W/C),Nashville Predators,66,10,21,31,0.47,10,10,https://www.eliteprospects.com/player/38622/rocco-grimaldi,2019-20,nhl,Rocco Grimaldi,W/C,FW,0,0.0,0
Nick Foligno (LW/RW),Columbus Blue Jackets,67,10,21,31,0.46,62,-3,https://www.eliteprospects.com/player/10675/nick-foligno,2019-20,nhl,Nick Foligno,LW/RW,FW,0,0.0,0
Kyle Turris (C/RW),Nashville Predators,62,9,22,31,0.50,22,-9,https://www.eliteprospects.com/player/11345/kyle-turris,2019-20,nhl,Kyle Turris,C/RW,FW,0,0.0,0
Filip Hronek (D),Detroit Red Wings,65,9,22,31,0.48,46,-38,https://www.eliteprospects.com/player/191286/filip-hronek,2019-20,nhl,Filip Hronek,D,DEF,0,0.0,0
Damon Severson (D),New Jersey Devils,69,8,23,31,0.45,52,-20,https://www.eliteprospects.com/player/55867/damon-severson,2019-20,nhl,Damon Severson,D,DEF,0,0.0,0
Nate Schmidt (D),Vegas Golden Knights,59,7,24,31,0.53,12,11,https://www.eliteprospects.com/player/38039/nate-schmidt,2019-20,nhl,Nate Schmidt,D,DEF,0,0.0,0
Joe Thornton (C),San Jose Sharks,70,7,24,31,0.44,34,-19,https://www.eliteprospects.com/player/3670/joe-thornton,2019-20,nhl,Joe Thornton,C,FW,0,0.0,0
Mark Giordano (D),Calgary Flames,60,5,26,31,0.52,34,2,https://www.eliteprospects.com/player/9161/mark-giordano,2019-20,nhl,Mark Giordano,D,DEF,0,0.0,0
Josh Morrissey (D),Winnipeg Jets,65,5,26,31,0.48,24,1,https://www.eliteprospects.com/player/62293/josh-morrissey,2019-20,nhl,Josh Morrissey,D,DEF,0,0.0,0
Mikael Granlund (C),Nashville Predators,63,17,13,30,0.48,28,-4,https://www.eliteprospects.com/player/16037/mikael-granlund,2019-20,nhl,Mikael Granlund,C,FW,0,0.0,0
Joel Armia (RW),Montréal Canadiens,58,16,14,30,0.52,28,2,https://www.eliteprospects.com/player/40624/joel-armia,2019-20,nhl,Joel Armia,RW,FW,Joel Armia,7.0,1
Zach Sanford (LW),St. Louis Blues,58,16,14,30,0.52,28,13,https://www.eliteprospects.com/player/242077/zach-sanford,2019-20,nhl,Zach Sanford,LW,FW,0,0.0,0
Warren Foegele (LW/C),Carolina Hurricanes,68,13,17,30,0.44,34,9,https://www.eliteprospects.com/player/210317/warren-foegele,2019-20,nhl,Warren Foegele,LW/C,FW,0,0.0,0
Yanni Gourde (C/W),Tampa Bay Lightning,70,10,20,30,0.43,49,-5,https://www.eliteprospects.com/player/37303/yanni-gourde,2019-20,nhl,Yanni Gourde,C/W,FW,0,0.0,0
Marcus Johansson (C/LW),Buffalo Sabres,60,9,21,30,0.50,20,-12,https://www.eliteprospects.com/player/6225/marcus-johansson,2019-20,nhl,Marcus Johansson,C/LW,FW,0,0.0,0
Oliver Ekman Larsson (D),Arizona Coyotes,66,9,21,30,0.45,38,-3,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2019-20,nhl,Oliver Ekman Larsson,D,DEF,0,0.0,0
Seth Jones (D),Columbus Blue Jackets,56,6,24,30,0.54,20,10,https://www.eliteprospects.com/player/90355/seth-jones,2019-20,nhl,Seth Jones,D,DEF,0,0.0,0
Denis Guryanov (RW),Dallas Stars,64,20,9,29,0.45,13,5,https://www.eliteprospects.com/player/263964/denis-guryanov,2019-20,nhl,Denis Guryanov,RW,FW,0,0.0,0
Tyler Bozak (C),St. Louis Blues,67,13,16,29,0.43,10,0,https://www.eliteprospects.com/player/11589/tyler-bozak,2019-20,nhl,Tyler Bozak,C,FW,Tyler Bozak,21.0,1
Jesper Fast (RW),New York Rangers,69,12,17,29,0.42,20,16,https://www.eliteprospects.com/player/10967/jesper-fast,2019-20,nhl,Jesper Fast,RW,FW,0,0.0,0
Jack Roslovic (C/RW),Winnipeg Jets,71,12,17,29,0.41,12,4,https://www.eliteprospects.com/player/226309/jack-roslovic,2019-20,nhl,Jack Roslovic,C/RW,FW,0,0.0,0
Nino Niederreiter (RW/LW),Carolina Hurricanes,67,11,18,29,0.43,42,-3,https://www.eliteprospects.com/player/17679/nino-niederreiter,2019-20,nhl,Nino Niederreiter,RW/LW,FW,0,0.0,0
Derek Ryan (C/RW),Calgary Flames,68,10,19,29,0.43,10,9,https://www.eliteprospects.com/player/67660/derek-ryan,2019-20,nhl,Derek Ryan,C/RW,FW,0,0.0,0
Cam Fowler (D),Anaheim Ducks,59,9,20,29,0.49,20,0,https://www.eliteprospects.com/player/31261/cam-fowler,2019-20,nhl,Cam Fowler,D,DEF,0,0.0,0
Joel Eriksson Ek (C),Minnesota Wild,62,8,21,29,0.47,22,7,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,2019-20,nhl,Joel Eriksson Ek,C,FW,0,0.0,0
Ryan Dzingel (C/W),Carolina Hurricanes,64,8,21,29,0.45,30,3,https://www.eliteprospects.com/player/49315/ryan-dzingel,2019-20,nhl,Ryan Dzingel,C/W,FW,0,0.0,0
Erik Gustafsson (D),totals,66,6,23,29,0.44,27,-9,https://www.eliteprospects.com/player/15372/erik-gustafsson,2019-20,nhl,Erik Gustafsson,D,DEF,0,0.0,0
Viktor Arvidsson (LW/RW),Nashville Predators,57,15,13,28,0.49,26,-4,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2019-20,nhl,Viktor Arvidsson,LW/RW,FW,0,0.0,0
Colton Parayko (D),St. Louis Blues,64,10,18,28,0.44,16,8,https://www.eliteprospects.com/player/89411/colton-parayko,2019-20,nhl,Colton Parayko,D,DEF,0,0.0,0
Derek Stepan (C),Arizona Coyotes,70,10,18,28,0.40,16,-4,https://www.eliteprospects.com/player/19040/derek-stepan,2019-20,nhl,Derek Stepan,C,FW,0,0.0,0
Alexander Kerfoot (C/LW),Toronto Maple Leafs,65,9,19,28,0.43,32,-2,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2019-20,nhl,Alexander Kerfoot,C/LW,FW,0,0.0,0
Jordan Greenway (LW),Minnesota Wild,67,8,20,28,0.42,54,2,https://www.eliteprospects.com/player/183455/jordan-greenway,2019-20,nhl,Jordan Greenway,LW,FW,0,0.0,0
Devon Toews (D),New York Islanders,68,6,22,28,0.41,16,1,https://www.eliteprospects.com/player/59575/devon-toews,2019-20,nhl,Devon Toews,D,DEF,0,0.0,0
Jonas Brodin (D),Minnesota Wild,69,2,26,28,0.41,24,15,https://www.eliteprospects.com/player/19980/jonas-brodin,2019-20,nhl,Jonas Brodin,D,DEF,0,0.0,0
Noel Acciari (C),Florida Panthers,66,20,7,27,0.41,21,2,https://www.eliteprospects.com/player/214725/noel-acciari,2019-20,nhl,Noel Acciari,C,FW,0,0.0,0
Jeff Carter (C),Los Angeles Kings,60,17,10,27,0.45,36,-21,https://www.eliteprospects.com/player/8813/jeff-carter,2019-20,nhl,Jeff Carter,C,FW,0,0.0,0
Scott Laughton (C/LW),Philadelphia Flyers,49,13,14,27,0.55,26,13,https://www.eliteprospects.com/player/76690/scott-laughton,2019-20,nhl,Scott Laughton,C/LW,FW,0,0.0,0
Valeri Nichushkin (RW),Colorado Avalanche,65,13,14,27,0.42,14,26,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2019-20,nhl,Valeri Nichushkin,RW,FW,0,0.0,0
Artturi Lehkonen (LW),Montréal Canadiens,70,13,14,27,0.39,24,2,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2019-20,nhl,Artturi Lehkonen,LW,FW,0,0.0,0
Jordan Staal (C),Carolina Hurricanes,68,8,19,27,0.40,40,3,https://www.eliteprospects.com/player/10157/jordan-staal,2019-20,nhl,Jordan Staal,C,FW,0,0.0,0
Jacob Trouba (D),New York Rangers,70,7,20,27,0.39,61,-12,https://www.eliteprospects.com/player/90349/jacob-trouba,2019-20,nhl,Jacob Trouba,D,DEF,0,0.0,0
Dmitri Orlov (D),Washington Capitals,69,4,23,27,0.39,36,5,https://www.eliteprospects.com/player/17758/dmitri-orlov,2019-20,nhl,Dmitri Orlov,D,DEF,0,0.0,0
Morgan Rielly (D),Toronto Maple Leafs,47,3,24,27,0.57,24,6,https://www.eliteprospects.com/player/41184/morgan-rielly,2019-20,nhl,Morgan Rielly,D,DEF,0,0.0,0
Duncan Keith (D),Chicago Blackhawks,61,3,24,27,0.44,18,1,https://www.eliteprospects.com/player/9012/duncan-keith,2019-20,nhl,Duncan Keith,D,DEF,Duncan Keith,2.0,1
Cam Atkinson (RW),Columbus Blue Jackets,44,12,14,26,0.59,6,2,https://www.eliteprospects.com/player/19166/cam-atkinson,2019-20,nhl,Cam Atkinson,RW,FW,0,0.0,0
Jakob Chychrun (D),Arizona Coyotes,63,12,14,26,0.41,38,4,https://www.eliteprospects.com/player/243386/jakob-chychrun,2019-20,nhl,Jakob Chychrun,D,DEF,0,0.0,0
Kailer Yamamoto (W/C),Edmonton Oilers,27,11,15,26,0.96,12,17,https://www.eliteprospects.com/player/247915/kailer-yamamoto,2019-20,nhl,Kailer Yamamoto,W/C,FW,0,0.0,0
Andreas Athanasiou (C/W),totals,55,11,15,26,0.47,30,-46,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2019-20,nhl,Andreas Athanasiou,C/W,FW,0,0.0,0
Chandler Stephenson (C/LW),totals,65,11,15,26,0.40,16,24,https://www.eliteprospects.com/player/60726/chandler-stephenson,2019-20,nhl,Chandler Stephenson,C/LW,FW,0,0.0,0
Ivan Barbashev (C/W),St. Louis Blues,69,11,15,26,0.38,23,4,https://www.eliteprospects.com/player/108659/ivan-barbashev,2019-20,nhl,Ivan Barbashev,C/W,FW,0,0.0,0
Ilya Kovalchuk (LW/RW),totals,46,10,16,26,0.57,18,-4,https://www.eliteprospects.com/player/3660/ilya-kovalchuk,2019-20,nhl,Ilya Kovalchuk,LW/RW,FW,0,0.0,0
Andrew Copp (C/LW),Winnipeg Jets,63,10,16,26,0.41,10,-3,https://www.eliteprospects.com/player/101962/andrew-copp,2019-20,nhl,Andrew Copp,C/LW,FW,0,0.0,0
Alexander Nylander (W/C),Chicago Blackhawks,65,10,16,26,0.40,10,-2,https://www.eliteprospects.com/player/212641/alexander-nylander,2019-20,nhl,Alexander Nylander,W/C,FW,0,0.0,0
Danton Heinen (W/C),totals,67,10,16,26,0.39,10,-2,https://www.eliteprospects.com/player/105821/danton-heinen,2019-20,nhl,Danton Heinen,W/C,FW,0,0.0,0
Ryan Graves (D),Colorado Avalanche,69,9,17,26,0.38,45,40,https://www.eliteprospects.com/player/103763/ryan-graves,2019-20,nhl,Ryan Graves,D,DEF,0,0.0,0
Barclay Goodrow (C/W),totals,70,8,18,26,0.37,97,-8,https://www.eliteprospects.com/player/45398/barclay-goodrow,2019-20,nhl,Barclay Goodrow,C/W,FW,0,0.0,0
John Marino (D),Pittsburgh Penguins,56,6,20,26,0.46,20,17,https://www.eliteprospects.com/player/278675/john-marino,2019-20,nhl,John Marino,D,DEF,0,0.0,0
Ian Cole (D),Colorado Avalanche,65,4,22,26,0.40,36,21,https://www.eliteprospects.com/player/11456/ian-cole,2019-20,nhl,Ian Cole,D,DEF,0,0.0,0
Derek Grant (C/W),totals,56,15,10,25,0.45,30,1,https://www.eliteprospects.com/player/18242/derek-grant,2019-20,nhl,Derek Grant,C/W,FW,0,0.0,0
Lawson Crouse (LW),Arizona Coyotes,66,15,10,25,0.38,33,0,https://www.eliteprospects.com/player/205155/lawson-crouse,2019-20,nhl,Lawson Crouse,LW,FW,0,0.0,0
Matt Calvert (LW/RW),Colorado Avalanche,50,12,13,25,0.50,39,13,https://www.eliteprospects.com/player/17025/matt-calvert,2019-20,nhl,Matt Calvert,LW/RW,FW,0,0.0,0
Lucas Wallmark (C),totals,67,12,13,25,0.37,18,0,https://www.eliteprospects.com/player/39022/lucas-wallmark,2019-20,nhl,Lucas Wallmark,C,FW,0,0.0,0
Marcus Foligno (LW/RW),Minnesota Wild,59,11,14,25,0.42,30,8,https://www.eliteprospects.com/player/18601/marcus-foligno,2019-20,nhl,Marcus Foligno,LW/RW,FW,0,0.0,0
Brandon Tanev (LW/RW),Pittsburgh Penguins,68,11,14,25,0.37,16,-1,https://www.eliteprospects.com/player/96475/brandon-tanev,2019-20,nhl,Brandon Tanev,LW/RW,FW,0,0.0,0
Nick Cousins (C/LW),totals,65,10,15,25,0.38,35,0,https://www.eliteprospects.com/player/45550/nick-cousins,2019-20,nhl,Nick Cousins,C/LW,FW,0,0.0,0
Jason Spezza (C),Toronto Maple Leafs,58,9,16,25,0.43,18,-3,https://www.eliteprospects.com/player/3661/jason-spezza,2019-20,nhl,Jason Spezza,C,FW,0,0.0,0
Travis Zajac (C),New Jersey Devils,69,9,16,25,0.36,28,-12,https://www.eliteprospects.com/player/10232/travis-zajac,2019-20,nhl,Travis Zajac,C,FW,0,0.0,0
Carl Hagelin (LW),Washington Capitals,58,8,17,25,0.43,16,12,https://www.eliteprospects.com/player/4567/carl-hagelin,2019-20,nhl,Carl Hagelin,LW,FW,0,0.0,0
Wayne Simmonds (RW),totals,68,8,17,25,0.37,66,-21,https://www.eliteprospects.com/player/12517/wayne-simmonds,2019-20,nhl,Wayne Simmonds,RW,FW,0,0.0,0
